layer,position,p10,p50,p90,mean,std
6,33,0.22710380554199225,1.7783012390136719,5.109348583221435,2.3336003431015544,2.07323646092572
6,34,0.3817327976226807,1.8875761032104492,5.322850608825683,2.463978591892454,2.0860212795335396
6,35,0.3382789373397828,1.7418513298034668,5.114467811584472,2.337308909131421,2.078337484807747
6,36,0.2995474338531495,1.7158892154693604,5.042077445983887,2.2894395917654036,2.0531892400470304
6,37,0.2609477043151857,1.7044663429260254,4.98903431892395,2.2749172292815314,2.0828123871679454
6,38,0.2641329288482666,1.6535918712615967,4.917412281036376,2.2444214658108024,2.0404102138691336
6,39,0.18556489944458013,1.7610149383544922,5.291213417053222,2.359174506465594,2.1386528308733297
7,0,11.152104687690736,22.535609483718872,37.381263160705565,24.175731773177784,9.895928467021587
7,1,2.384382724761963,6.827895641326904,13.401234245300293,7.647637648714913,5.144463630147323
7,2,2.3064276695251467,6.395183086395264,11.551840496063232,6.796554547283384,3.9797259970245284
7,3,2.4242233753204347,6.121542453765869,11.236126136779783,6.7010214185714725,4.1945252969804185
7,4,2.0751625537872314,5.350367069244385,10.465428924560547,6.067709843681918,4.088616150237895
7,5,1.9874396800994873,5.164606094360352,10.112621402740478,5.942837863233354,4.1592240446875275
7,6,1.938916873931885,4.941400051116943,9.689532661437987,5.708221969140901,4.008272440984953
7,7,2.0342496871948246,4.910574913024902,9.855293369293213,5.7937809090813,4.159997863193733
7,8,1.8296970367431642,4.775881052017212,9.961711502075195,5.638818275464906,4.267038717282414
7,9,1.7428360462188721,4.680113315582275,9.771021366119385,5.5464806555542685,4.241080289901228
7,10,1.8167815208435059,4.552371501922607,9.597443771362304,5.508102044231362,4.228897177024032
7,11,1.6427106857299805,4.409865379333496,9.557681560516357,5.362015057785643,4.194438102951589
7,12,1.5833662509918214,4.271076202392578,9.52462215423584,5.279930200444327,4.207574748142388
7,13,1.4515985965728762,4.048907279968262,9.09717445373535,5.036884003546503,4.228751748601249
7,14,1.505098581314087,3.9342074394226074,8.864909172058105,4.992243868178791,4.232877834306001
7,15,1.3710414409637455,3.7423532009124756,8.715545749664305,4.777800791975524,4.195613295798774
7,16,1.3551328659057618,3.8144330978393555,8.58281488418579,4.777897585978111,4.110214105782233
